4096,4096,4096,2048,1,1,1,0, 4.218197e-02
5120,5120,5120,2560,1,1,1,0, 6.578493e-02
6144,6144,6144,2560,1,1,1,0, 1.052010e-01
7168,7168,7168,2560,1,1,1,0, 1.358540e-01
8192,8192,8192,4096,1,1,1,0, 1.997411e-01
9216,9216,9216,4096,1,1,1,0, 2.732351e-01
10240,10240,10240,4096,1,1,1,0, 3.707070e-01
11264,11264,11264,4096,1,1,1,0, 4.549551e-01
12288,12288,12288,4096,1,1,1,0, 5.582209e-01
13312,13312,13312,4096,1,1,1,0, 7.021170e-01
14336,14336,14336,5120,1,1,1,0, 8.679411e-01
15360,15360,15360,5120,1,1,1,0, 1.059340e+00
16384,16384,16384,5120,1,1,1,0, 1.283855e+00
2048,2048,4096,1280,1,1,1,0, 1.544595e-02
2048,2048,8192,1536,1,1,1,0, 3.028607e-02
2048,2048,16384,1792,1,1,1,0, 5.172706e-02
2048,2048,32768,2048,1,1,1,0, 9.497499e-02
3072,3072,6144,2048,1,1,1,0, 4.187799e-02
3072,3072,12288,2304,1,1,1,0, 6.894207e-02
3072,3072,24576,3072,1,1,1,0, 1.178370e-01
3072,3072,49152,3072,1,1,1,0, 2.153568e-01
4096,4096,8192,2560,1,1,1,0, 6.525803e-02
4096,4096,16384,4096,1,1,1,0, 1.256921e-01
4096,4096,32768,4096,1,1,1,0, 2.135739e-01
4096,4096,65536,4096,1,1,1,0, 3.861520e-01
8192,8192,4096,2560,1,1,1,0, 1.126781e-01
9216,9216,4608,4096,1,1,1,0, 1.705770e-01
10240,10240,5120,4096,1,1,1,0, 2.248819e-01
10240,10240,2560,2560,1,1,1,0, 1.230478e-01
11264,11264,5632,4096,1,1,1,0, 2.522151e-01
12288,12288,6144,4096,1,1,1,0, 3.080480e-01
13312,13312,6656,4096,1,1,1,0, 3.784339e-01
14336,14336,7168,4096,1,1,1,0, 4.788070e-01
15360,15360,7680,4096,1,1,1,0, 5.583420e-01
16384,16384,8192,4096,1,1,1,0, 6.487780e-01
16384,16384,4096,4096,1,1,1,0, 3.625860e-01
17408,17408,8704,5120,1,1,1,0, 8.096721e-01
17408,17408,4352,4096,1,1,1,0, 4.267290e-01
18432,18432,9216,5120,1,1,1,0, 9.121718e-01
19456,19456,9728,5120,1,1,1,0, 1.065312e+00
4096,4096,4096,2304,1,1,0,0, 3.041387e-02
5120,5120,5120,2560,1,1,0,0, 4.812789e-02
6144,6144,6144,2560,1,1,0,0, 8.156490e-02
7168,7168,7168,2560,1,1,0,0, 1.178689e-01
8192,8192,8192,4096,1,1,0,0, 1.751461e-01
9216,9216,9216,4096,1,1,0,0, 2.409260e-01
10240,10240,10240,4096,1,1,0,0, 3.364220e-01
11264,11264,11264,4096,1,1,0,0, 4.296691e-01
12288,12288,12288,4096,1,1,0,0, 5.327880e-01
13312,13312,13312,4096,1,1,0,0, 6.754420e-01
14336,14336,14336,4096,1,1,0,0, 8.610110e-01
15360,15360,15360,4096,1,1,0,0, 1.055712e+00
16384,16384,16384,4096,1,1,0,0, 1.238850e+00
2048,2048,4096,1536,1,1,0,0, 1.244903e-02
2048,2048,8192,2048,1,1,0,0, 2.503490e-02
2048,2048,16384,2048,1,1,0,0, 4.648519e-02
2048,2048,32768,2048,1,1,0,0, 8.983302e-02
3072,3072,6144,2304,1,1,0,0, 2.932191e-02
3072,3072,12288,2560,1,1,0,0, 5.510807e-02
3072,3072,24576,2560,1,1,0,0, 1.028161e-01
3072,3072,49152,2560,1,1,0,0, 2.035949e-01
4096,4096,8192,2560,1,1,0,0, 5.886912e-02
4096,4096,16384,2560,1,1,0,0, 1.055658e-01
4096,4096,32768,4096,1,1,0,0, 1.915681e-01
4096,4096,65536,4096,1,1,0,0, 3.653240e-01
8192,8192,4096,2560,1,1,0,0, 8.695102e-02
9216,9216,4608,2560,1,1,0,0, 1.191151e-01
10240,10240,5120,4096,1,1,0,0, 1.743739e-01
10240,10240,2560,2560,1,1,0,0, 9.061313e-02
11264,11264,5632,4096,1,1,0,0, 2.316358e-01
11264,11264,2816,2560,1,1,0,0, 1.086650e-01
12288,12288,6144,4096,1,1,0,0, 2.839270e-01
13312,13312,6656,4096,1,1,0,0, 3.425510e-01
14336,14336,7168,4096,1,1,0,0, 4.338260e-01
15360,15360,7680,4096,1,1,0,0, 5.323241e-01
16384,16384,8192,4096,1,1,0,0, 6.246181e-01
16384,16384,4096,4096,1,1,0,0, 3.224878e-01
17408,17408,8704,4096,1,1,0,0, 7.437210e-01
17408,17408,4352,4096,1,1,0,0, 3.845551e-01
18432,18432,9216,4096,1,1,0,0, 8.978391e-01
18432,18432,4608,4096,1,1,0,0, 4.607730e-01
19456,19456,9728,4096,1,1,0,0, 1.068043e+00
19456,19456,4864,4096,1,1,0,0, 5.435009e-01
4096,4096,4096,1792,1,0,1,0, 3.234696e-02
5120,5120,5120,2304,1,0,1,0, 5.185580e-02
6144,6144,6144,2560,1,0,1,0, 8.260989e-02
7168,7168,7168,2560,1,0,1,0, 1.146319e-01
8192,8192,8192,2560,1,0,1,0, 1.676929e-01
9216,9216,9216,2560,1,0,1,0, 2.259269e-01
10240,10240,10240,4096,1,0,1,0, 3.431659e-01
11264,11264,11264,4096,1,0,1,0, 4.400139e-01
12288,12288,12288,4096,1,0,1,0, 5.392170e-01
13312,13312,13312,4096,1,0,1,0, 6.820700e-01
14336,14336,14336,4096,1,0,1,0, 8.689082e-01
15360,15360,15360,4096,1,0,1,0, 1.064158e+00
